event_idx,C1_in_catalog,C4_z_gw,C5_log10_sky_area,C8_cone_outside,C10_log10_M,C10b_low_M_timeout_bins12,C11_log10_snr,C2_hosted_exact,C3_hosted_rel,C3c_log10_f_cat,C3c_censored,C6_mass_window_retention,C7_log10_n_cand_1d
231,True,0.10709583472463644,-2.28508964071221,1.0,6.211481363953793,False,1.6131197713136325,True,True,1.067956534601213,False,0.9161232291432426,3.6481647785740012
232,False,0.31084585551496874,-3.4032075932010883,,5.866504380479033,False,1.525335752901844,False,False,-320.0,True,,0.0
233,False,0.7174500893665069,-2.297615194787685,,5.725585461909298,False,1.4443184901555999,True,False,-31.76326648517398,False,1.0,0.3010299956639812
234,False,0.5664848155759089,-2.4591613077885537,,5.768915532958384,False,1.614192928727133,True,True,-5.228794462364341,False,1.0,2.3729120029701067
235,False,0.6109431717347286,-3.0791007876482475,,5.762214790210752,False,1.5107853552953998,True,False,-29.358070644001657,False,1.0,0.47712125471966244
236,False,0.5800927962898667,-2.3962894807099704,,6.001603202111999,False,1.3288664424980465,False,False,-320.0,True,,0.0
237,False,0.5042898660654986,-3.1145763526981765,,5.783295432185639,False,1.459809510794269,True,True,-5.860085458339431,False,1.0,1.7323937598229686
238,False,0.5672518157429226,-2.0618098890564927,,5.960537839866299,False,1.4287961537881197,True,False,-6.9001882081927866,False,1.0,2.59659709562646
239,False,0.38879053570728,-1.9016373395833122,,5.638120337845786,False,1.340423472772245,True,True,-2.181029670564626,False,0.9995997865528282,3.8748875108461123
240,False,0.3859953820077336,-2.4607342053813306,,5.861758000937753,False,1.4156897129742005,True,True,-2.552895575630746,False,1.0,3.156851901070011
241,False,0.5556321853131851,-2.762417421618893,,5.584174450210908,False,1.3470741858185211,True,False,-6.267807443697376,False,1.0,2.24551266781415
